country,product,quantity,price
KE,product-142,53,68.11
ZA,product-143,265,42.08
MA,product-144,138,96.53
NG,product-145,646,13.98
GH,product-146,51,99.05
KE,product-147,596,67.66
ZA,product-148,888,53.17
MA,product-149,473,70.36
NG,product-150,477,62.22
GH,product-151,57,45.97
KE,product-152,515,61.27
ZA,product-153,38,25.29
MA,product-154,166,81.17
NG,product-155,219,30.86
GH,product-156,962,97.18
KE,product-157,200,65.56
ZA,product-158,455,25.82
MA,product-159,601,76.53
NG,product-160,316,43.91
GH,product-161,473,6.62
KE,product-162,385,1.27
ZA,product-163,766,40.02
MA,product-164,744,2.47
NG,product-165,906,14.40
GH,product-166,132,11.56
KE,product-167,627,42.66
ZA,product-168,405,97.18
MA,product-169,498,69.03
NG,product-170,843,88.49
GH,product-171,68,39.84
KE,product-172,108,20.50
ZA,product-173,92,18.98
MA,product-174,459,80.04
NG,product-175,807,91.73
GH,product-176,480,31.77
KE,product-177,791,52.30
ZA,product-178,767,4.78
MA,product-179,207,23.84
NG,product-180,174,49.85
GH,product-181,15,92.18
KE,product-182,385,89.40
ZA,product-183,150,98.77
MA,product-184,618,32.83
NG,product-185,248,22.24
GH,product-186,370,13.27
KE,product-187,618,48.52
ZA,product-188,570,12.27
MA,product-189,623,98.33
NG,product-190,776,82.33
GH,product-191,796,71.61
KE,product-192,495,82.21
ZA,product-193,916,97.00
MA,product-194,18,97.56
NG,product-195,104,51.01
GH,product-196,115,35.41
KE,product-197,779,6.37
ZA,product-198,12,54.45
MA,product-199,156,64.41
NG,product-200,567,2.93
GH,product-201,923,29.74
KE,product-202,369,64.40
ZA,product-203,516,4.02
MA,product-204,857,58.58
NG,product-205,526,23.19
GH,product-206,428,71.98
KE,product-207,543,18.36
ZA,product-208,951,4.86
MA,product-209,526,8.29
NG,product-210,5,4.56
GH,product-211,252,75.35
KE,product-212,464,58.55
ZA,product-213,616,80.88
MA,product-214,397,37.90
NG,product-215,887,13.36
GH,product-216,397,75.45
KE,product-217,337,14.98
ZA,product-218,576,97.49
MA,product-219,844,77.46
NG,product-220,955,58.53
GH,product-221,724,95.90
KE,product-222,863,56.65
ZA,product-223,342,96.80
MA,product-224,532,53.26
NG,product-225,9,0.83
GH,product-226,68,55.00
KE,product-227,926,73.77
ZA,product-228,118,87.12
MA,product-229,279,80.03
NG,product-230,817,59.02
GH,product-231,688,65.67
KE,product-232,242,33.62
ZA,product-233,382,30.78
MA,product-234,856,67.76
NG,product-235,969,79.11
GH,product-236,333,66.80
KE,product-237,864,65.07
ZA,product-238,880,34.98
MA,product-239,803,94.09
NG,product-240,498,23.31
GH,product-241,734,84.70
KE,product-242,821,75.18
ZA,product-243,278,35.95
MA,product-244,749,71.93
NG,product-245,431,93.98
GH,product-246,161,51.31
KE,product-247,119,12.21
ZA,product-248,543,77.04
MA,product-249,228,30.94
NG,product-250,462,22.92
GH,product-251,354,43.72
KE,product-252,838,52.98
ZA,product-253,69,1.24
MA,product-254,234,53.08
NG,product-255,288,31.56
GH,product-256,79,98.52
KE,product-257,766,38.63
ZA,product-258,703,64.67
MA,product-259,749,27.59
NG,product-260,800,38.16
GH,product-261,164,19.97
KE,product-262,815,68.78
ZA,product-263,827,47.19
MA,product-264,459,30.88
NG,product-265,864,89.10
GH,product-266,630,87.91
KE,product-267,602,92.47
ZA,product-268,925,7.06
MA,product-269,388,55.29
NG,product-270,57,61.45
GH,product-271,647,11.44
KE,product-272,82,76.86
ZA,product-273,22,26.44
MA,product-274,251,36.28
NG,product-275,651,30.55
GH,product-276,562,12.26
KE,product-277,167,51.60
ZA,product-278,698,29.58
MA,product-279,326,56.55
NG,product-280,107,71.47
GH,product-281,541,29.69
KE,product-282,13,49.12
ZA,product-283,914,24.03
MA,product-284,215,17.02
NG,product-285,107,23.05
GH,product-286,128,34.08
KE,product-287,282,28.12
ZA,product-288,119,30.96
MA,product-289,506,12.79
NG,product-290,584,40.56
GH,product-291,818,59.52
KE,product-292,455,48.53
ZA,product-293,55,47.93
MA,product-294,565,28.40
NG,product-295,721,30.88
GH,product-296,338,42.90
KE,product-297,898,83.80
ZA,product-298,292,25.58
MA,product-299,835,28.25
NG,product-300,116,28.48
GH,product-301,248,24.22
KE,product-302,773,8.56
ZA,product-303,899,71.12
MA,product-304,325,63.01
NG,product-305,729,80.61
GH,product-306,381,1.87
KE,product-307,242,43.66
ZA,product-308,338,16.70
MA,product-309,380,81.64
NG,product-310,152,6.54
GH,product-311,959,18.53
KE,product-312,579,59.82
ZA,product-313,332,33.58
MA,product-314,582,61.64
NG,product-315,190,33.54
GH,product-316,63,6.09
KE,product-317,50,22.55
ZA,product-318,250,44.37
MA,product-319,381,37.19
NG,product-320,81,99.41
GH,product-321,872,25.78
KE,product-322,225,83.59
ZA,product-323,559,74.10
MA,product-324,575,85.80
NG,product-325,113,6.72
GH,product-326,652,2.34
KE,product-327,925,87.32
ZA,product-328,466,41.17
MA,product-329,630,86.76
NG,product-330,994,95.16
GH,product-331,256,12.10
KE,product-332,83,30.31
ZA,product-333,987,57.32
MA,product-334,822,68.71
NG,product-335,176,51.62
GH,product-336,575,92.20
KE,product-337,85,77.76
ZA,product-338,555,1.20
MA,product-339,995,71.06
NG,product-340,428,8.09
GH,product-341,37,9.22
KE,product-342,514,34.43
ZA,product-343,998,16.58
MA,product-344,641,83.45
NG,product-345,522,0.18
GH,product-346,554,92.45
KE,product-347,314,82.87
ZA,product-348,608,64.15
MA,product-349,195,59.86
NG,product-350,271,6.08
GH,product-351,250,35.05
KE,product-352,826,98.26
ZA,product-353,453,30.04
MA,product-354,74,58.47
NG,product-355,207,20.92
GH,product-356,392,81.10
KE,product-357,367,10.69
ZA,product-358,555,23.43
MA,product-359,719,30.05
NG,product-360,637,50.86
GH,product-361,693,58.00
KE,product-362,245,8.84
ZA,product-363,128,56.66
MA,product-364,900,82.63
NG,product-365,896,60.51
GH,product-366,446,66.14
KE,product-367,191,1.41
ZA,product-368,312,85.34
MA,product-369,85,64.99
NG,product-370,265,32.00
GH,product-371,359,98.20
KE,product-372,100,0.49
ZA,product-373,778,82.31
MA,product-374,540,1.58
NG,product-375,399,10.00
GH,product-376,354,71.99
KE,product-377,908,28.71
ZA,product-378,892,76.56
MA,product-379,694,65.02
NG,product-380,42,4.23
GH,product-381,741,31.19
KE,product-382,124,33.14
ZA,product-383,292,19.25
MA,product-384,126,8.87
NG,product-385,434,47.17
GH,product-386,339,46.18
KE,product-387,955,64.08
ZA,product-388,275,22.65
MA,product-389,568,6.98
NG,product-390,726,99.41
GH,product-391,981,42.87
KE,product-392,946,1.89
ZA,product-393,441,59.32
MA,product-394,163,74.81
NG,product-395,632,48.13
GH,product-396,181,53.19
KE,product-397,767,77.01
ZA,product-398,789,22.48
MA,product-399,794,11.20
NG,product-400,583,73.43
GH,product-401,192,1.27
KE,product-402,572,35.18
ZA,product-403,609,15.18
MA,product-404,801,46.15
NG,product-405,737,48.48
GH,product-406,35,9.57
KE,product-407,955,20.20
ZA,product-408,414,64.68
MA,product-409,835,56.09
NG,product-410,127,73.85
GH,product-411,365,2.18
KE,product-412,135,55.05
ZA,product-413,782,8.72
MA,product-414,172,57.16
NG,product-415,240,40.56
GH,product-416,944,36.74
KE,product-417,275,29.08
ZA,product-418,845,58.08
MA,product-419,109,65.24
NG,product-420,705,64.47
GH,product-421,795,26.38
KE,product-422,135,15.52
ZA,product-423,539,12.49
MA,product-424,251,92.80
NG,product-425,650,83.90
GH,product-426,17,88.77
KE,product-427,464,36.32
ZA,product-428,672,75.02
MA,product-429,591,11.85
NG,product-430,374,96.24
GH,product-431,45,71.02
KE,product-432,454,74.03
ZA,product-433,104,52.17
MA,product-434,682,96.89
NG,product-435,213,39.02
GH,product-436,466,25.52
KE,product-437,605,39.95
ZA,product-438,74,41.16
MA,product-439,79,37.87
NG,product-440,92,28.19
GH,product-441,845,19.01
KE,product-442,998,25.78
ZA,product-443,809,90.84
MA,product-444,733,66.29
NG,product-445,402,17.08
GH,product-446,560,58.38
KE,product-447,633,82.51
ZA,product-448,705,91.89
MA,product-449,126,93.64
NG,product-450,746,97.72
GH,product-451,902,85.28
KE,product-452,512,27.63
ZA,product-453,356,88.31
MA,product-454,187,91.52
NG,product-455,569,32.44
GH,product-456,22,44.63
KE,product-457,940,25.47
ZA,product-458,424,72.93
MA,product-459,933,89.45
NG,product-460,913,93.88
GH,product-461,380,83.57
KE,product-462,289,66.22
ZA,product-463,358,46.46
MA,product-464,416,62.30
NG,product-465,727,42.17
GH,product-466,425,46.75
KE,product-467,961,73.61
ZA,product-468,219,86.70
MA,product-469,845,43.52
NG,product-470,693,24.51
GH,product-471,507,0.21
KE,product-472,613,61.62
ZA,product-473,488,33.37
MA,product-474,510,61.40
NG,product-475,347,72.41
GH,product-476,68,37.93
KE,product-477,653,85.85
ZA,product-478,551,88.12
MA,product-479,824,45.55
NG,product-480,993,87.11
GH,product-481,396,89.72
KE,product-482,518,82.77
ZA,product-483,260,78.43
MA,product-484,579,27.02
NG,product-485,354,30.07
GH,product-486,425,89.93
KE,product-487,345,7.38
ZA,product-488,364,61.17
MA,product-489,521,10.04
NG,product-490,362,29.08
GH,product-491,569,98.83
KE,product-492,522,69.14
ZA,product-493,571,51.82
MA,product-494,657,86.46
NG,product-495,558,23.03
GH,product-496,236,52.06
KE,product-497,198,32.00
ZA,product-498,551,85.40
MA,product-499,523,85.17
NG,product-500,862,99.09
GH,product-501,155,36.61
KE,product-502,328,35.31
ZA,product-503,181,97.58
MA,product-504,167,44.92
NG,product-505,13,40.08
GH,product-506,16,66.02
KE,product-507,980,54.66
ZA,product-508,57,52.70
MA,product-509,141,37.04
NG,product-510,348,48.92
GH,product-511,280,79.53
KE,product-512,231,25.56
ZA,product-513,185,35.92
MA,product-514,739,85.17
NG,product-515,463,62.40
GH,product-516,86,68.29
KE,product-517,107,53.46
ZA,product-518,232,73.06
MA,product-519,894,45.79
NG,product-520,170,66.35
GH,product-521,324,64.43
KE,product-522,817,27.85
ZA,product-523,789,65.58
MA,product-524,318,26.31
NG,product-525,86,34.70
GH,product-526,149,11.48
KE,product-527,188,69.69
ZA,product-528,327,40.33
MA,product-529,784,53.40
NG,product-530,15,11.64
GH,product-531,143,43.55
KE,product-532,624,27.49
ZA,product-533,401,41.57
MA,product-534,10,65.81
NG,product-535,950,9.56
GH,product-536,905,18.43
KE,product-537,946,4.77
ZA,product-538,422,57.93
MA,product-539,676,95.67
NG,product-540,809,92.72
GH,product-541,766,32.48
KE,product-542,768,42.39
ZA,product-543,325,23.01
MA,product-544,617,78.48
NG,product-545,137,60.18
GH,product-546,55,87.76
KE,product-547,445,90.97
ZA,product-548,374,62.13
MA,product-549,773,99.97
NG,product-550,898,12.48
GH,product-551,963,9.02
KE,product-552,613,81.83
ZA,product-553,983,51.51
MA,product-554,623,17.25
NG,product-555,751,46.31
GH,product-556,881,94.39
KE,product-557,247,20.38
ZA,product-558,806,46.56
MA,product-559,174,24.26
NG,product-560,16,56.55
GH,product-561,849,10.69
KE,product-562,143,81.72
ZA,product-563,735,71.16
MA,product-564,884,62.97
NG,product-565,128,26.30
GH,product-566,392,16.12
KE,product-567,124,58.22
ZA,product-568,273,3.66
MA,product-569,86,1.52
NG,product-570,255,12.21
GH,product-571,947,64.08
KE,product-572,225,23.39
ZA,product-573,459,40.03
MA,product-574,330,57.27
NG,product-575,844,43.46
GH,product-576,255,93.62
KE,product-577,404,63.84
ZA,product-578,527,99.01
MA,product-579,244,41.30
NG,product-580,521,57.81
GH,product-581,793,73.52
KE,product-582,242,34.38
ZA,product-583,178,66.76
MA,product-584,453,40.87
NG,product-585,620,68.18
GH,product-586,88,75.92
KE,product-587,195,9.92
ZA,product-588,512,36.39
MA,product-589,445,60.45
NG,product-590,740,28.50
GH,product-591,44,10.51
KE,product-592,178,67.24
ZA,product-593,21,91.97
MA,product-594,726,33.31
NG,product-595,410,62.45
GH,product-596,398,57.17
KE,product-597,401,67.82
ZA,product-598,260,99.61
MA,product-599,166,16.75
NG,product-600,107,9.44
GH,product-601,116,45.27
KE,product-602,600,76.85
ZA,product-603,878,23.55
MA,product-604,480,24.30
NG,product-605,442,42.19
GH,product-606,552,24.12
KE,product-607,176,71.42
ZA,product-608,672,59.05
MA,product-609,88,41.35
NG,product-610,616,57.83
GH,product-611,279,14.35
KE,product-612,748,17.97
ZA,product-613,21,72.65
MA,product-614,910,7.67
NG,product-615,827,64.47
GH,product-616,711,38.81
KE,product-617,99,65.92
ZA,product-618,803,0.15
MA,product-619,993,15.01
NG,product-620,106,17.17
GH,product-621,135,19.91
KE,product-622,962,79.50
ZA,product-623,959,95.22
MA,product-624,168,44.81
NG,product-625,572,87.64
GH,product-626,813,4.01
KE,product-627,454,38.60
ZA,product-628,148,85.51
MA,product-629,858,52.55
NG,product-630,417,47.54
GH,product-631,785,25.33
KE,product-632,532,30.26
ZA,product-633,856,86.04
MA,product-634,108,33.22
NG,product-635,753,39.30
GH,product-636,40,77.29
KE,product-637,99,1.46
ZA,product-638,428,48.93
MA,product-639,635,41.83
NG,product-640,843,68.06
GH,product-641,764,21.10
KE,product-642,160,90.28
ZA,product-643,527,10.26
MA,product-644,959,77.49
NG,product-645,166,34.00
GH,product-646,624,69.15
KE,product-647,284,66.70
ZA,product-648,107,74.88
MA,product-649,672,20.87
NG,product-650,78,78.90
GH,product-651,500,35.46
KE,product-652,251,90.70
ZA,product-653,102,19.94
MA,product-654,813,43.75
NG,product-655,255,80.96
GH,product-656,159,1.22
KE,product-657,980,59.18
ZA,product-658,154,72.91
MA,product-659,948,49.32
NG,product-660,551,34.74
GH,product-661,867,27.74
KE,product-662,497,42.82
ZA,product-663,361,9.71
MA,product-664,675,59.98
NG,product-665,427,86.98
GH,product-666,842,25.36
KE,product-667,529,48.83
ZA,product-668,503,52.28
MA,product-669,267,27.10
NG,product-670,278,6.97
GH,product-671,852,32.43
KE,product-672,221,74.47
ZA,product-673,657,56.36
MA,product-674,971,30.57
NG,product-675,298,77.99
GH,product-676,224,9.61
KE,product-677,264,45.09
ZA,product-678,306,93.87
MA,product-679,66,29.76
NG,product-680,334,11.66
GH,product-681,553,35.83
KE,product-682,540,40.22
ZA,product-683,932,38.85
MA,product-684,416,44.17
NG,product-685,717,94.81
GH,product-686,907,21.16
KE,product-687,403,92.52
ZA,product-688,751,20.90
MA,product-689,673,28.51
NG,product-690,970,3.16
GH,product-691,896,92.44
KE,product-692,719,98.05
ZA,product-693,295,80.91
MA,product-694,302,0.09
NG,product-695,767,17.93
GH,product-696,895,89.11
KE,product-697,647,83.32
ZA,product-698,951,80.58
MA,product-699,828,43.54
NG,product-700,840,87.66
GH,product-701,992,39.69
KE,product-702,948,9.79
ZA,product-703,380,91.85
MA,product-704,542,73.26
NG,product-705,545,35.19
GH,product-706,390,46.84
KE,product-707,505,12.05
ZA,product-708,448,35.55
MA,product-709,250,31.96
NG,product-710,139,85.02
GH,product-711,573,56.25
KE,product-712,52,23.81
ZA,product-713,60,46.26
MA,product-714,479,87.27
NG,product-715,730,97.17
GH,product-716,215,30.71
KE,product-717,822,96.81
ZA,product-718,180,84.91
MA,product-719,606,67.73
NG,product-720,408,48.94
GH,product-721,198,29.68
KE,product-722,270,57.31
ZA,product-723,14,33.35
MA,product-724,65,56.65
NG,product-725,724,23.65
GH,product-726,200,61.46
KE,product-727,590,10.64
ZA,product-728,992,55.15
MA,product-729,875,46.98
NG,product-730,842,56.40
GH,product-731,392,36.03
KE,product-732,627,73.43
ZA,product-733,613,21.55
MA,product-734,513,23.67
NG,product-735,42,4.80
GH,product-736,872,9.37
KE,product-737,20,59.15
ZA,product-738,766,52.72
MA,product-739,376,13.91
NG,product-740,750,64.71
GH,product-741,47,16.89
KE,product-742,449,52.66
ZA,product-743,823,14.13
MA,product-744,165,47.54
NG,product-745,496,51.98
GH,product-746,432,23.06
KE,product-747,272,17.40
ZA,product-748,722,95.98
MA,product-749,909,90.68
NG,product-750,935,40.43
GH,product-751,737,98.83
KE,product-752,867,3.07
ZA,product-753,26,18.39
MA,product-754,653,29.00
NG,product-755,769,78.53
GH,product-756,309,86.01
KE,product-757,449,69.28
ZA,product-758,75,80.75
MA,product-759,810,50.35
NG,product-760,898,29.58
GH,product-761,937,93.66
KE,product-762,817,88.78
ZA,product-763,292,19.49
MA,product-764,823,82.19
NG,product-765,112,32.24
GH,product-766,690,57.80
KE,product-767,694,99.29
ZA,product-768,314,38.33
MA,product-769,126,6.82
NG,product-770,763,68.22
GH,product-771,261,86.49
KE,product-772,353,8.83
ZA,product-773,696,21.81
MA,product-774,220,55.06
NG,product-775,743,23.14
GH,product-776,426,64.04
KE,product-777,177,92.52
ZA,product-778,945,10.47
MA,product-779,304,53.84
NG,product-780,38,57.85
GH,product-781,647,9.85
KE,product-782,110,78.38
ZA,product-783,196,52.68
MA,product-784,613,97.88
NG,product-785,663,0.67
GH,product-786,284,43.13
KE,product-787,975,14.18
ZA,product-788,859,50.94
MA,product-789,165,89.85
NG,product-790,901,60.39
GH,product-791,597,29.29
KE,product-792,675,76.18
ZA,product-793,784,71.33
MA,product-794,674,74.93
NG,product-795,133,56.14
GH,product-796,872,87.58
KE,product-797,862,26.60
ZA,product-798,916,63.17
MA,product-799,876,11.92
NG,product-800,305,64.28
GH,product-801,750,24.26
KE,product-802,666,71.04
ZA,product-803,743,53.26
MA,product-804,950,4.15
NG,product-805,977,29.15
GH,product-806,7,66.19
KE,product-807,233,22.99
ZA,product-808,946,66.92
MA,product-809,856,74.69
NG,product-810,334,50.34
GH,product-811,225,41.38
KE,product-812,52,83.45
ZA,product-813,244,55.12
MA,product-814,470,12.38
NG,product-815,356,68.92
GH,product-816,464,51.52
KE,product-817,276,53.23
ZA,product-818,921,56.70
MA,product-819,700,98.96
NG,product-820,844,77.62
GH,product-821,327,90.05
KE,product-822,150,42.88
ZA,product-823,783,77.08
MA,product-824,73,75.19
NG,product-825,500,44.27
GH,product-826,250,46.14
KE,product-827,174,62.66
ZA,product-828,715,78.74
MA,product-829,680,31.13
NG,product-830,559,34.74
GH,product-831,275,92.67
KE,product-832,718,12.70
ZA,product-833,290,28.04
MA,product-834,641,25.35
NG,product-835,601,81.61
GH,product-836,637,12.66
KE,product-837,613,26.82
ZA,product-838,902,21.78
MA,product-839,880,97.18
NG,product-840,239,45.73
GH,product-841,279,56.71
KE,product-842,181,83.65
ZA,product-843,409,38.42
MA,product-844,42,27.17
NG,product-845,21,67.05
GH,product-846,894,49.17
KE,product-847,267,90.78
ZA,product-848,693,63.98
MA,product-849,991,70.20
NG,product-850,908,14.11
GH,product-851,630,55.43
KE,product-852,752,92.49
ZA,product-853,827,3.92
MA,product-854,871,36.71
NG,product-855,396,55.57
GH,product-856,153,1.79
KE,product-857,940,17.27
ZA,product-858,373,37.07
MA,product-859,33,41.39
NG,product-860,286,43.97
GH,product-861,667,61.15
KE,product-862,641,34.34
ZA,product-863,903,17.57
MA,product-864,948,50.55
NG,product-865,735,8.83
GH,product-866,866,99.68
KE,product-867,759,92.66
ZA,product-868,389,95.51
MA,product-869,713,47.39
NG,product-870,223,47.35
GH,product-871,876,58.23
KE,product-872,237,45.40
ZA,product-873,395,92.33
MA,product-874,467,45.50
NG,product-875,698,98.29
GH,product-876,922,85.41
KE,product-877,600,3.23
ZA,product-878,289,4.13
MA,product-879,954,38.83
NG,product-880,928,63.16
GH,product-881,419,58.58
KE,product-882,615,94.74
ZA,product-883,712,46.68
MA,product-884,204,8.61
NG,product-885,137,15.37
GH,product-886,232,80.15
KE,product-887,209,55.87
ZA,product-888,4,51.94
MA,product-889,868,4.48
NG,product-890,185,93.35
GH,product-891,250,93.38
KE,product-892,761,90.70
ZA,product-893,703,85.68
MA,product-894,292,27.49
NG,product-895,593,47.08
GH,product-896,38,19.55
KE,product-897,732,81.24
ZA,product-898,407,19.53
MA,product-899,812,99.30
NG,product-900,682,22.26
GH,product-901,85,50.39
KE,product-902,927,73.33
ZA,product-903,681,1.80
MA,product-904,407,24.65
NG,product-905,97,3.41
GH,product-906,276,16.89
KE,product-907,250,21.81
ZA,product-908,500,67.10
MA,product-909,762,40.05
NG,product-910,487,69.46
GH,product-911,458,97.25
KE,product-912,24,25.54
ZA,product-913,965,15.75
MA,product-914,606,24.19
NG,product-915,497,93.07
GH,product-916,218,69.40
KE,product-917,233,10.18
ZA,product-918,126,29.01
MA,product-919,436,34.28
NG,product-920,252,13.95
GH,product-921,556,7.96
KE,product-922,625,31.17
ZA,product-923,856,51.15
MA,product-924,955,20.44
NG,product-925,790,15.41
GH,product-926,837,15.91
KE,product-927,39,79.68
ZA,product-928,872,23.95
MA,product-929,448,59.92
NG,product-930,506,87.46
GH,product-931,981,26.60
KE,product-932,38,72.39
ZA,product-933,588,68.50
MA,product-934,563,58.44
NG,product-935,976,97.30
GH,product-936,421,30.26
KE,product-937,508,62.42
ZA,product-938,960,71.47
MA,product-939,81,99.90
NG,product-940,740,44.76
GH,product-941,308,80.89
KE,product-942,381,31.82
ZA,product-943,454,77.06
MA,product-944,844,77.99
NG,product-945,192,37.49
GH,product-946,827,11.03
KE,product-947,309,96.72
ZA,product-948,230,90.62
MA,product-949,836,65.09
NG,product-950,246,69.28
GH,product-951,928,4.46
KE,product-952,156,83.35
ZA,product-953,430,25.00
MA,product-954,755,76.94
NG,product-955,441,20.65
GH,product-956,123,71.60
KE,product-957,725,20.41
ZA,product-958,627,4.72
MA,product-959,946,2.87
NG,product-960,363,13.28
GH,product-961,922,98.36
KE,product-962,348,73.55
ZA,product-963,225,94.52
MA,product-964,972,98.62
NG,product-965,337,15.77
GH,product-966,662,83.34
KE,product-967,688,22.58
ZA,product-968,557,90.89
MA,product-969,618,92.42
NG,product-970,874,2.01
GH,product-971,64,67.57
KE,product-972,644,66.15
ZA,product-973,313,55.89
MA,product-974,162,1.34
NG,product-975,564,86.70
GH,product-976,443,56.15
KE,product-977,310,60.37
ZA,product-978,221,57.35
MA,product-979,817,73.17
NG,product-980,588,9.60
GH,product-981,523,30.87
KE,product-982,151,88.64
ZA,product-983,382,37.27
MA,product-984,8,74.78
NG,product-985,92,51.26
GH,product-986,538,45.73
KE,product-987,909,67.64
ZA,product-988,341,23.38
MA,product-989,357,87.53
NG,product-990,658,90.10
GH,product-991,556,73.36
KE,product-992,394,60.37
ZA,product-993,638,17.38
MA,product-994,499,57.47
NG,product-995,18,79.63
GH,product-996,678,10.71
KE,product-997,590,69.80
ZA,product-998,78,46.09
MA,product-999,220,2.07
NG,product-1000,847,27.46
GH,product-1001,888,56.96
KE,product-1002,12,70.33
ZA,product-1003,689,0.40
MA,product-1004,238,46.95
NG,product-1005,831,55.11
GH,product-1006,190,36.70
KE,product-1007,913,3.99
ZA,product-1008,268,19.11
MA,product-1009,739,4.16
NG,product-1010,370,79.20
GH,product-1011,118,1.34
KE,product-1012,388,54.88
ZA,product-1013,722,88.45
MA,product-1014,338,58.89
NG,product-1015,996,75.50
GH,product-1016,24,75.80
KE,product-1017,941,11.23
ZA,product-1018,576,67.34
MA,product-1019,695,47.00
NG,product-1020,955,3.08
GH,product-1021,881,14.58
KE,product-1022,357,13.80
ZA,product-1023,376,99.38
MA,product-1024,389,1.33
NG,product-1025,50,73.02
GH,product-1026,244,72.29
KE,product-1027,422,79.23
ZA,product-1028,690,55.25
MA,product-1029,520,94.11
NG,product-1030,688,89.84
GH,product-1031,393,6.59
KE,product-1032,630,17.59
ZA,product-1033,319,77.96
MA,product-1034,597,56.38
NG,product-1035,37,98.54
GH,product-1036,307,58.35
KE,product-1037,292,82.78
ZA,product-1038,701,42.32
MA,product-1039,936,16.27
NG,product-1040,931,57.23
GH,product-1041,727,38.13
KE,product-1042,123,70.10
ZA,product-1043,235,33.91
MA,product-1044,672,71.75
NG,product-1045,591,9.66
GH,product-1046,915,56.43
KE,product-1047,867,80.31
ZA,product-1048,235,16.27
MA,product-1049,314,49.80
NG,product-1050,22,18.69
GH,product-1051,310,11.12
KE,product-1052,248,70.39
ZA,product-1053,769,89.09
